City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Windspeed,Country,Date
366,katsuura,35.1333,140.3,26.28,92,98,3.93,JP,1722980902
367,betio village,1.358,172.9211,30.02,67,52,3.08,KI,1722980903
368,salym,60.0625,71.4789,10.3,86,33,2.32,RU,1722980904
369,saint john,45.2727,-66.0677,21.57,68,75,4.63,CA,1722980605
370,flin flon,54.7682,-101.865,17.91,63,100,6.69,CA,1722980610
371,nouadhibou,20.931,-17.0347,21.99,83,20,8.75,MR,1722980909
372,necochea,-38.5473,-58.7368,11.12,98,100,4.9,AR,1722980646
373,gadzhiyevo,69.2551,33.3362,12.8,55,7,3.96,RU,1722980911
374,lewistown,40.5992,-77.5714,23.38,94,75,0.0,US,1722980912
375,koz'modem'yansk,56.3367,46.5711,15.26,92,95,1.15,RU,1722980913
376,tadine,-21.55,167.8833,20.94,60,100,4.88,NC,1722980914
377,dudinka,69.4058,86.1778,6.32,74,0,8.72,RU,1722980915
378,inarajan village,13.2736,144.7484,27.54,94,22,0.4,GU,1722980916
379,jalai nur,49.45,117.7,15.62,92,38,1.94,CN,1722980917
380,hami,42.8,93.45,30.63,16,100,4.16,CN,1722980919
381,hengchun,22.0042,120.7439,28.67,79,100,4.61,TW,1722980920
382,west bay,19.3667,-81.4167,32.25,70,20,4.63,KY,1722980921
383,ruteng,-8.6136,120.4721,15.25,94,47,0.95,ID,1722980922
384,cabanglasan,8.1214,125.3275,20.62,98,100,0.51,PH,1722980923
385,chamical,-30.36,-66.314,13.54,47,3,7.12,AR,1722980924
386,happy valley-goose bay,53.3168,-60.3315,18.17,59,75,8.75,CA,1722980925
387,ghanzi,-21.5667,21.7833,15.59,33,0,2.24,BW,1722980926
388,vikhorevka,56.1201,101.1636,14.77,98,100,2.1,RU,1722980927
389,le morne-rouge,14.7667,-61.1333,24.76,77,43,3.96,MQ,1722980928
390,makurazaki,31.2667,130.3167,26.34,93,6,2.35,JP,1722980929
391,estes park,40.3772,-105.5217,27.67,48,100,3.13,US,1722980930
392,k'asp'i,41.9252,44.4257,18.22,97,4,3.09,GE,1722980932
393,revelstoke,50.9832,-118.2023,30.01,28,0,1.54,CA,1722980726
394,protaras,35.0125,34.0583,26.11,89,0,0.45,CY,1722980934
395,kuanda,56.3161,116.0806,17.0,73,12,0.64,RU,1722980935
396,guadalupe,25.6833,-100.25,32.9,56,5,4.47,MX,1722980936
397,lucheng,31.2336,117.2806,26.46,89,100,1.93,CN,1722980937
398,bodaybo,57.8506,114.1933,16.35,77,23,0.64,RU,1722980939
399,khost,33.3395,69.9204,26.99,70,33,0.52,AF,1722980940
400,alindao,5.0267,21.2088,24.54,76,96,1.01,CF,1722980941
401,sirte,31.2089,16.5887,28.32,67,0,6.84,LY,1722980943
402,leava,-14.3,-178.1667,25.55,67,11,9.42,WF,1722980944
403,popoli,42.1699,13.8308,26.5,62,30,2.32,IT,1722980945
404,borogontsy,62.6683,131.1683,12.96,80,57,3.71,RU,1722980946
405,fourmies,50.0153,4.0478,21.56,84,61,2.47,FR,1722980947
406,olinda,-8.0089,-34.8553,26.85,69,40,5.66,BR,1722980948
407,geraldton,-28.7667,114.6,17.23,88,75,6.69,AU,1722980949
408,zhob,31.3411,69.4481,27.79,63,30,1.42,PK,1722980950
409,juneau,58.3019,-134.4197,25.06,100,40,3.09,US,1722980951
410,manta,-0.95,-80.7333,25.88,73,75,5.66,EC,1722980936
411,chos malal,-37.3781,-70.2709,3.83,63,82,2.16,AR,1722980953
412,khilok,51.3674,110.4676,12.04,75,58,1.66,RU,1722980955
413,les cayes,18.2,-73.75,30.55,65,79,3.01,HT,1722980956
414,fairmont,39.4851,-80.1426,34.83,47,11,0.89,US,1722980957
415,puerto madero,14.7208,-92.4215,29.78,72,45,3.71,MX,1722980958
416,nema,57.5067,50.5011,14.69,92,40,1.01,RU,1722980959
417,porto de moz,-1.7483,-52.2383,28.46,56,81,1.67,BR,1722980960
418,namtsy,62.7161,129.6658,14.43,80,30,4.29,RU,1722980961
419,fengtai,39.5581,117.7492,24.19,93,99,2.01,CN,1722980962
420,mili,6.0815,171.735,27.7,72,96,2.27,MH,1722980963
421,constitucion,-35.3333,-72.4167,8.74,75,6,3.84,CL,1722980964
422,itaguai,-22.8522,-43.7753,26.79,50,0,0.0,BR,1722980888
423,tarrafal,15.2833,-23.7667,27.44,84,100,4.66,CV,1722980967
424,pasighat,28.0667,95.3333,24.49,97,50,1.55,IN,1722980968
425,whangarei,-35.7317,174.3239,12.23,67,58,0.22,NZ,1722980851
426,boke,10.9409,-14.2967,23.21,98,100,1.46,GN,1722980970
427,flying fish cove,-10.4217,105.6791,23.82,88,75,5.66,CX,1722980971
428,vares,44.1644,18.3283,17.68,67,0,1.32,BA,1722980972
429,saint-georges,12.0564,-61.7485,29.82,79,40,6.17,GD,1722980973
430,wotho,10.1657,166.0102,28.67,76,100,5.39,MH,1722980974
431,motueka,-41.1333,173.0167,8.52,65,1,0.93,NZ,1722980975
432,panaba,21.2833,-88.2667,31.24,66,98,5.3,MX,1722980976
433,kurumkan,54.3,110.3,17.24,64,4,0.99,RU,1722980977
434,sinan,34.8262,126.1086,26.06,83,33,1.72,KR,1722980978
435,praia,14.9215,-23.5087,27.3,74,75,4.63,CV,1722980980
436,kasongo-lunda,-6.4667,16.8167,23.84,36,88,0.14,CD,1722980981
437,tandil,-37.3217,-59.1332,12.4,96,100,4.26,AR,1722980982
438,la passe,45.5549,-0.8967,21.13,90,97,3.13,FR,1722980983
439,codrington,-38.2667,141.9667,6.62,96,58,4.79,AU,1722980984
440,lockwood,45.8191,-108.4149,32.38,35,26,0.45,US,1722980985
441,quellon,-43.1167,-73.6167,7.32,84,60,2.76,CL,1722980986
442,nasir,15.5894,32.5634,26.46,74,59,10.58,SD,1722980987
443,kampli,15.4,76.6167,24.57,80,100,5.85,IN,1722980988
444,huarmey,-10.0681,-78.1522,19.05,77,8,6.01,PE,1722980989
445,centerville,39.6284,-84.1594,33.74,59,0,4.12,US,1722980990
446,canico,32.6333,-16.85,24.35,78,20,6.17,PT,1722980992
447,bac lieu,9.285,105.7244,26.0,87,62,3.88,VN,1722980993
448,mount pearl,47.5166,-52.7813,19.07,85,100,7.72,CA,1722980994
449,lamu,-2.2717,40.902,24.98,83,80,6.42,KE,1722980995
450,puerto baquerizo moreno,-0.9,-89.6,21.55,78,75,6.69,EC,1722980996
451,villamontes,-21.25,-63.5,26.55,47,58,3.05,BO,1722980997
452,progreso,21.2833,-89.6667,33.39,78,100,4.98,MX,1722980998
453,masindi port,1.6961,32.0861,19.24,83,34,0.62,UG,1722980999
454,new norfolk,-42.7826,147.0587,11.62,72,93,2.82,AU,1722981000
455,blythe,33.6103,-114.5964,43.25,23,0,6.69,US,1722981001
456,dharampuri,22.1667,75.35,25.44,88,100,3.44,IN,1722981003
457,kuching,1.55,110.3333,26.72,99,40,0.0,MY,1722981004
458,san luis de la loma,17.2706,-100.8939,30.36,68,88,3.25,MX,1722981005
459,ghat,24.9647,10.1728,32.6,13,33,3.11,LY,1722981006
460,diffa,13.3154,12.6113,24.84,85,100,4.65,NE,1722980999
461,frederico westphalen,-27.3592,-53.3944,19.79,71,25,1.68,BR,1722981008
462,vitina,43.2375,17.4839,26.43,50,15,1.56,BA,1722981009
463,diapaga,12.0708,1.7889,24.09,90,39,4.96,BF,1722981010
464,afif,23.9065,42.9172,27.02,43,78,9.32,SA,1722981011
465,yaren,-0.5472,166.916,28.17,70,90,2.03,NR,1722981013
466,bengkulu,-3.8004,102.2655,23.12,94,97,2.04,ID,1722981014
467,zamania,25.4333,83.5667,26.68,84,100,3.76,IN,1722981015
468,praia da vitoria,38.7333,-27.0667,24.31,83,40,3.41,PT,1722981017
469,talakan,50.3167,130.3667,20.79,72,0,1.45,RU,1722981018
470,enshi,30.3,109.4833,23.0,98,15,0.71,CN,1722981019
471,nguigmi,14.2495,13.1092,25.41,83,83,2.7,NE,1722981020
472,shimoda,34.6667,138.95,26.17,81,94,2.01,JP,1722981021
473,namibe,-15.1961,12.1522,18.34,91,35,2.57,AO,1722981023
474,zykovo,55.9519,93.1461,15.41,96,100,1.84,RU,1722981024
475,hammerfest,70.6634,23.6821,17.25,59,6,3.6,NO,1722981025
476,palmer,42.1584,-72.3287,22.18,74,75,2.57,US,1722981026
477,mabaruma,8.2,-59.7833,26.79,79,5,2.12,GY,1722981027
478,mugia,43.1041,-9.2179,19.53,77,18,7.37,ES,1722981028
479,port antonio,18.18,-76.4612,32.95,71,49,2.27,JM,1722981029
480,mossel bay,-34.1831,22.146,8.96,74,0,2.17,ZA,1722981030
481,jabor,5.921,169.6434,27.87,74,100,1.41,MH,1722981031
482,barra de santo antonio,-9.4047,-35.5072,21.6,82,23,4.92,BR,1722981032
483,kimbe,-5.5502,150.1429,26.25,84,98,1.78,PG,1722981033
484,port-gentil,-0.7193,8.7815,24.98,78,100,4.63,GA,1722981035
485,kosh-agach,50.0,88.6667,8.71,76,44,0.5,RU,1722981036
486,champerico,14.3,-91.9167,35.3,72,28,4.36,GT,1722981038
487,sodo,6.8642,37.7628,14.31,87,96,0.91,ET,1722981039
488,novodvinsk,64.4165,40.8122,10.86,75,7,2.25,RU,1722981040
489,domna,51.8971,113.1573,8.09,93,30,1.0,RU,1722981041
490,vanino,49.0869,140.2543,22.21,82,1,1.09,RU,1722981042
491,molina,-35.1167,-71.2833,11.85,47,40,2.06,CL,1722981043
492,ocara,-4.4908,-38.5967,24.35,73,16,3.24,BR,1722981044
493,la paz,-16.5,-68.15,14.21,29,40,8.23,BO,1722981045
494,batangafo,7.3008,18.2833,21.26,98,100,1.79,CF,1722981047
495,santa ana pacueco,20.3667,-102.0,24.65,58,93,0.21,MX,1722981048
496,gwadar,25.1216,62.3254,27.63,81,100,5.21,PK,1722981049
497,priekule,56.4468,21.5897,14.62,97,40,2.01,LV,1722981050
498,bikenibeu village,1.3673,173.1241,29.98,74,20,2.06,KI,1722981051
499,kuytun,54.3419,101.5036,13.47,98,100,2.83,RU,1722981052
500,brisas de zicatela,15.8369,-97.0419,30.07,66,100,2.28,MX,1722981053
501,embarcacion,-23.209,-64.096,25.68,54,96,2.01,AR,1722981054
502,santana,-0.0583,-51.1817,31.1,70,20,3.09,BR,1722981055
503,canyon lake,29.8752,-98.2625,38.06,39,0,0.89,US,1722981057
504,trujillo,-8.116,-79.03,16.98,88,75,6.17,PE,1722981058
505,xai-xai,-25.0519,33.6442,16.85,83,0,3.1,MZ,1722981060
506,santa rita,-7.1139,-34.9781,25.37,83,0,3.6,BR,1722981061
507,kansanshi,-12.0951,26.4273,16.9,26,0,1.07,ZM,1722981062
508,aykhal,66.0,111.5,9.26,72,28,0.89,RU,1722981063
509,dehui,44.5333,125.7,21.61,92,73,2.42,CN,1722981064
510,santo antonio do ica,-3.1022,-67.9397,30.32,55,27,1.64,BR,1722981066
511,kralendijk,12.15,-68.2667,29.99,74,0,8.75,BQ,1722981068
512,antsiranana,-12.2787,49.2917,21.73,83,10,5.92,MG,1722981069
513,tindouf,27.6711,-8.1474,39.25,10,0,7.72,DZ,1722981071
514,kudahuvadhoo,2.6708,72.8944,27.78,76,100,2.27,MV,1722981073
515,sharifabad,35.4202,51.7926,34.59,12,60,4.46,IR,1722981074
516,raduzhny,62.0961,77.475,9.22,72,78,4.05,RU,1722981075
517,inari,68.906,27.0288,13.11,65,44,1.69,FI,1722981076
518,kasserine,35.1676,8.8365,24.04,66,0,3.12,TN,1722981077
519,guerrero negro,27.9769,-114.0611,30.44,47,87,4.91,MX,1722981078
520,muncar,-8.4333,114.3333,22.9,93,69,1.09,ID,1722981080
521,ebon,4.582,168.6964,28.02,71,99,2.31,MH,1722981081
522,namdrik,5.5994,168.1028,28.34,69,96,2.16,MH,1722981082
523,mar del plata,-38.0023,-57.5575,13.3,99,100,2.68,AR,1722980921
524,tefe,-3.3542,-64.7114,34.06,40,20,1.54,BR,1722981084
525,haiku-pauwela,20.9219,-156.3051,28.47,67,40,10.29,US,1722981085
526,isangel,-19.55,169.2667,22.24,62,31,5.92,VU,1722981086
527,tindivanam,12.25,79.65,25.62,78,100,4.0,IN,1722981087
528,smolenskaya,44.7887,38.8018,22.09,78,0,2.08,RU,1722981089
529,soure,-0.7167,-48.5233,28.79,76,45,5.52,BR,1722981090
530,alotau,-10.3069,150.4462,23.96,93,96,1.95,PG,1722981091
531,vilhena,-12.7406,-60.1458,31.12,29,0,4.12,BR,1722981092
532,la foa,-21.7108,165.8276,20.14,58,0,1.29,NC,1722981093
533,taco pozo,-25.6167,-63.2833,27.8,42,73,5.23,AR,1722981095
534,tocopilla,-22.092,-70.1979,15.69,76,6,2.18,CL,1722981096
535,torghay,49.6339,63.4981,25.14,49,93,2.95,KZ,1722981097
536,yuzhno-kurilsk,44.0306,145.8556,17.52,99,100,1.73,RU,1722981098
537,corinto,37.9407,22.9573,28.27,60,3,1.79,GR,1722981099
538,xudat,41.631,48.681,24.8,72,0,2.51,AZ,1722981100
539,hassi messaoud,31.6804,6.0729,34.92,21,0,2.57,DZ,1722981103
540,idri,27.5,13.2667,32.39,13,0,4.26,LY,1722981104
541,eilat,29.5581,34.9482,34.91,20,0,3.6,IL,1722981105
542,maidenhead,51.5228,-0.7199,17.17,76,14,3.23,GB,1722981106
543,gan,43.2333,-0.3833,22.79,82,75,2.06,FR,1722981107
544,shchuchyn,53.6014,24.7465,14.7,81,0,2.39,BY,1722981108
545,bandarbeyla,9.4942,50.8122,24.82,82,4,13.32,SO,1722981109
546,ambon,-3.6954,128.1814,26.6,95,40,3.09,ID,1722981110
547,moura,38.1401,-7.4486,26.06,51,0,5.11,PT,1722981111
548,dakhla,23.6848,-15.958,21.01,94,4,9.77,EH,1722981113
549,rio gallegos,-51.6226,-69.2181,-1.97,86,40,4.63,AR,1722981114
550,port macquarie,-31.4333,152.9167,11.15,86,75,0.89,AU,1722980964
551,stara vyzhivka,51.4376,24.44,17.68,72,70,2.04,UA,1722981116
552,dunedin,-45.8742,170.5036,9.89,67,39,2.02,NZ,1722981117
553,santa terezinha,-29.9002,-50.0904,16.56,97,100,6.96,BR,1722981118
554,moree,-29.4667,149.85,10.15,73,73,2.1,AU,1722981119
555,mahina,-17.5065,-149.489,28.87,65,20,9.26,PF,1722981120
556,gulbene,57.1777,26.7529,13.7,96,80,2.02,LV,1722981121
557,salinas,36.6777,-121.6555,35.96,50,0,6.17,US,1722981122
558,rio blanco,18.8333,-97.15,22.8,86,83,2.9,MX,1722981123
559,wanning,18.8003,110.3967,25.81,89,0,3.29,CN,1722981125
560,byron bay,-28.65,153.6167,13.17,73,98,3.28,AU,1722981126
561,muynoq,43.7683,59.0214,30.83,20,8,5.04,UZ,1722981127
